Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Facility Type,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Borough,Latitude,Longitude
32266042,12/25/2015 1:56,12/25/2015 5:58,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10473,710 CROES AVENUE,CROES AVENUE,SEWARD AVENUE,CROES PLACE,,,ADDRESS,BRONX,Precinct,12/25/2015 9:56,12/25/2015 5:58,09 BRONX,BRONX,1020754,237556,BRONX,40.81863658,-73.86811533
32272794,12/25/2015 1:55,12/29/2015 3:45,DEP,Department of Environmental Protection,Noise,Noise: Private Carting Noise (NQ1),,10038,110 WILLIAM STREET,WILLIAM STREET,JOHN ST,FULTON ST,,,ADDRESS,NEW YORK,N/A,,12/29/2015 3:45,01 MANHATTAN,MANHATTAN,982277,197532,MANHATTAN,40.70885625,-74.00711648
32267358,12/25/2015 1:54,12/25/2015 2:15,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10025,WEST END AVENUE,WEST END AVENUE,WEST 103 STREET,WEST 104 STREET,,,BLOCKFACE,NEW YORK,Precinct,12/25/2015 9:54,12/25/2015 2:15,07 MANHATTAN,MANHATTAN,992629,230745,MANHATTAN,40.80001373,-73.96973614
32265268,12/25/2015 1:53,12/25/2015 7:54,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11418,,,,,112 STREET,92 AVENUE,INTERSECTION,RICHMOND HILL,Precinct,12/25/2015 9:53,12/25/2015 7:54,09 QUEENS,QUEENS,1030115,192098,QUEENS,40.69382256,-73.83460531
32275955,12/25/2015 1:53,12/30/2015 1:08,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10030,114 WEST  137 STREET,WEST  137 STREET,,,,,ADDRESS,NEW YORK,N/A,,12/30/2015 1:08,10 MANHATTAN,MANHATTAN,1000677,236466,MANHATTAN,40.81570499,-73.94065381
32273769,12/25/2015 1:53,12/30/2015 1:08,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10030,114 WEST  137 STREET,WEST  137 STREET,,,,,ADDRESS,NEW YORK,N/A,,12/30/2015 1:08,10 MANHATTAN,MANHATTAN,1000677,236466,MANHATTAN,40.81570499,-73.94065381
32268996,12/25/2015 1:52,12/25/2015 10:30,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10468,119 FIELD PLACE,FIELD PLACE,MORRIS AVENUE,CRESTON AVENUE,,,ADDRESS,BRONX,Precinct,12/25/2015 9:52,12/25/2015 10:30,05 BRONX,BRONX,1011773,252298,BRONX,40.85913161,-73.9005021
32265709,12/25/2015 1:50,12/25/2015 11:00,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11224,2832 WEST 23 STREET,WEST 23 STREET,NEPTUNE AVENUE,MERMAID AVENUE,,,ADDRESS,BROOKLYN,Precinct,12/25/2015 9:50,12/25/2015 11:00,13 BROOKLYN,BROOKLYN,986923,149719,BROOKLYN,40.57761969,-73.99037762
32266408,12/25/2015 1:50,12/25/2015 4:52,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,97-85 CORONA AVENUE,CORONA AVENUE,98 STREET,98 STREET,,,ADDRESS,CORONA,Precinct,12/25/2015 9:50,12/25/2015 4:52,04 QUEENS,QUEENS,1021644,210600,QUEENS,40.74464588,-73.86504991
32267736,12/25/2015 1:48,12/25/2015 5:18,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10468,2765 CRESTON AVENUE,CRESTON AVENUE,EAST 196 STREET,EAST 197 STREET,,,ADDRESS,BRONX,Precinct,12/25/2015 9:48,12/25/2015 5:18,07 BRONX,BRONX,1013761,256016,BRONX,40.86932997,-73.89329895
32268973,12/25/2015 1:48,12/25/2015 2:41,NYPD,New York City Police Department,Animal Abuse,Neglected,Residential Building/House,11375,100-09 69 AVENUE,69 AVENUE,DARTMOUTH STREET,CLYDE STREET,,,ADDRESS,FOREST HILLS,Precinct,12/25/2015 9:48,12/25/2015 2:41,06 QUEENS,QUEENS,1025680,201518,QUEENS,40.71970007,-73.85054046
32268700,12/25/2015 1:45,12/25/2015 3:39,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10032,559 WEST 164 STREET,WEST 164 STREET,ST NICHOLAS AVENUE,BROADWAY,,,ADDRESS,NEW YORK,Precinct,12/25/2015 9:45,12/25/2015 3:39,12 MANHATTAN,MANHATTAN,1000658,244596,MANHATTAN,40.83801955,-73.94070257
32268258,12/25/2015 1:45,12/25/2015 3:39,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10467,2750 OLINVILLE AVENUE,OLINVILLE AVENUE,ALLERTON AVENUE,BRITTON STREET,,,ADDRESS,BRONX,Precinct,12/25/2015 9:45,12/25/2015 3:39,11 BRONX,BRONX,1020667,254814,BRONX,40.86600506,-73.86833594
32271797,12/25/2015 1:45,12/25/2015 6:40,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11413,231-10 MENTONE AVENUE,MENTONE AVENUE,230 PL,141 AVE,,,ADDRESS,Springfield Gardens,N/A,,12/25/2015 6:40,13 QUEENS,QUEENS,1055130,182325,QUEENS,40.66683301,-73.74450143
32265447,12/25/2015 1:44,12/25/2015 2:39,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11234,2172 FLATBUSH AVENUE,FLATBUSH AVENUE,EAST 45 STREET,EAST 46 STREET,,,ADDRESS,BROOKLYN,Precinct,12/25/2015 9:44,12/25/2015 2:39,18 BROOKLYN,BROOKLYN,1003457,164111,BROOKLYN,40.6171024,-73.93081689
32265410,12/25/2015 1:42,12/25/2015 2:09,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10029,174 EAST 102 STREET,EAST 102 STREET,LEXINGTON AVENUE,3 AVENUE,,,ADDRESS,NEW YORK,Precinct,12/25/2015 9:42,12/25/2015 2:09,11 MANHATTAN,MANHATTAN,998828,226857,MANHATTAN,40.78933417,-73.94735459
32272747,12/25/2015 1:42,12/30/2015 0:00,DOB,Department of Buildings,General Construction/Plumbing,Fence - None/Inadequate,,11217,215 BUTLER STREET,BUTLER STREET,,,,,ADDRESS,BROOKLYN,N/A,,12/30/2015 0:00,06 BROOKLYN,BROOKLYN,987805,187836,BROOKLYN,40.68224248,-73.98718248
32269682,12/25/2015 1:42,12/25/2015 6:01,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11206,379 BUSHWICK AVENUE,BUSHWICK AVENUE,MOORE STREET,VARET STREET,,,ADDRESS,BROOKLYN,Precinct,12/25/2015 9:42,12/25/2015 6:01,01 BROOKLYN,BROOKLYN,1001363,195707,BROOKLYN,40.70383072,-73.93827924
32270429,12/25/2015 1:41,1/4/2016 21:46,DOT,Department of Transportation,Street Condition,Plate Condition - Shifted,Street,10014,,,,,7 AVENUE SOUTH,WEST   10 STREET,INTERSECTION,NEW YORK,N/A,1/4/2016 1:41,1/4/2016 21:46,02 MANHATTAN,MANHATTAN,983587,206816,MANHATTAN,40.73433878,-74.00239231
32265425,12/25/2015 1:41,12/25/2015 2:41,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10031,,,,,WEST  137 STREET,BROADWAY,INTERSECTION,NEW YORK,Precinct,12/25/2015 9:41,12/25/2015 2:41,09 MANHATTAN,MANHATTAN,996945,238532,MANHATTAN,40.82138173,-73.95413258
32265281,12/25/2015 1:40,12/25/2015 2:35,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10462,1497 ZEREGA AVENUE,ZEREGA AVENUE,LYON AVENUE,FRISBY AVENUE,,,ADDRESS,BRONX,Precinct,12/25/2015 9:40,12/25/2015 2:35,10 BRONX,BRONX,1026202,244599,BRONX,40.83794338,-73.84838834
32267557,12/25/2015 1:40,12/25/2015 7:48,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10031,340 CONVENT AVENUE,CONVENT AVENUE,CONVENT AVENUE,AMSTERDAM AVENUE,,,ADDRESS,NEW YORK,Precinct,12/25/2015 9:40,12/25/2015 7:48,09 MANHATTAN,MANHATTAN,998940,239556,MANHATTAN,40.82418923,-73.94692234
32268390,12/25/2015 1:40,12/25/2015 2:30,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11203,460 EAST 45 STREET,EAST 45 STREET,CHURCH AVENUE,SNYDER AVENUE,,,ADDRESS,BROOKLYN,Precinct,12/25/2015 9:40,12/25/2015 2:30,17 BROOKLYN,BROOKLYN,1002259,176269,BROOKLYN,40.65047604,-73.93509961
32267740,12/25/2015 1:40,12/25/2015 2:14,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10024,,,,,WEST   89 STREET,AMSTERDAM AVENUE,INTERSECTION,NEW YORK,Precinct,12/25/2015 9:40,12/25/2015 2:14,07 MANHATTAN,MANHATTAN,991558,226956,MANHATTAN,40.7896149,-73.97360857
32267659,12/25/2015 1:38,12/25/2015 7:44,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11211,164 HAVEMEYER STREET,HAVEMEYER STREET,SOUTH 2 STREET,SOUTH 3 STREET,,,ADDRESS,BROOKLYN,Precinct,12/25/2015 9:38,12/25/2015 7:44,01 BROOKLYN,BROOKLYN,995960,198412,BROOKLYN,40.71126411,-73.95776131
32265627,12/25/2015 1:38,12/25/2015 2:09,NYPD,New York City Police Department,Animal Abuse,Other (complaint details),Residential Building/House,10473,502 LELAND AVENUE,LELAND AVENUE,SOUNDVIEW AVENUE,BEND,,,ADDRESS,BRONX,Precinct,12/25/2015 9:38,12/25/2015 2:09,09 BRONX,BRONX,1023063,236406,BRONX,40.81547032,-73.85977985
32265776,12/25/2015 1:37,12/26/2015 3:15,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10456,1213 SHERMAN AVENUE,SHERMAN AVENUE,EAST 167 STREET,EAST 168 STREET,,,ADDRESS,BRONX,Precinct,12/25/2015 9:37,12/26/2015 3:15,04 BRONX,BRONX,1007571,243169,BRONX,40.8340873,-73.91572442
32266827,12/25/2015 1:36,12/25/2015 8:02,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10032,558 WEST 164 STREET,WEST 164 STREET,ST NICHOLAS AVENUE,BROADWAY,,,ADDRESS,NEW YORK,Precinct,12/25/2015 9:36,12/25/2015 8:02,12 MANHATTAN,MANHATTAN,1000650,244594,MANHATTAN,40.83801408,-73.94073148
32275467,12/25/2015 1:35,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10468,3235 GRAND CONCOURSE,GRAND CONCOURSE,,,,,ADDRESS,BRONX,N/A,,12/25/2015 0:00,07 BRONX,BRONX,1015995,259029,BRONX,40.87759197,-73.88520736
32273823,12/25/2015 1:35,12/30/2015 1:08,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10030,114 WEST  137 STREET,WEST  137 STREET,,,,,ADDRESS,NEW YORK,N/A,,12/30/2015 1:08,10 MANHATTAN,MANHATTAN,1000677,236466,MANHATTAN,40.81570499,-73.94065381
32272788,12/25/2015 1:32,12/25/2015 2:00,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,11366,159-06 UNION TURNPIKE,UNION TURNPIKE,159 ST,160 ST,,,ADDRESS,Fresh Meadows,N/A,,12/25/2015 2:00,08 QUEENS,QUEENS,1037538,201770,QUEENS,40.72032827,-73.80776061
32267512,12/25/2015 1:31,12/25/2015 2:32,NYPD,New York City Police Department,Noise - House of Worship,Banging/Pounding,House of Worship,10302,,,,,PORT RICHMOND AVENUE,ORANGE AVENUE,INTERSECTION,STATEN ISLAND,Precinct,12/25/2015 9:31,12/25/2015 2:32,01 STATEN ISLAND,STATEN ISLAND,944874,168302,STATEN ISLAND,40.62853913,-74.14185566
32268127,12/25/2015 1:31,,DOT,Department of Transportation,Street Condition,Pothole,,11204,49 STREET,49 STREET,16 AVENUE,17 AVENUE,,,BLOCKFACE,BROOKLYN,N/A,,12/25/2015 1:31,12 BROOKLYN,BROOKLYN,988612,168910,BROOKLYN,40.6302944,-73.98428509
32268412,12/25/2015 1:31,12/25/2015 3:03,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11426,92-34 GETTYSBURG STREET,GETTYSBURG STREET,92 ROAD,DAVENPORT AVENUE,,,ADDRESS,BELLEROSE,Precinct,12/25/2015 9:31,12/25/2015 3:03,13 QUEENS,QUEENS,1058790,203993,QUEENS,40.7262763,-73.73106865
32265803,12/25/2015 1:30,12/25/2015 1:57,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10036,530 WEST 45 STREET,WEST 45 STREET,AMTRAK RAILROAD,11 AVENUE,,,ADDRESS,NEW YORK,Precinct,12/25/2015 9:30,12/25/2015 1:57,04 MANHATTAN,MANHATTAN,985504,216942,MANHATTAN,40.76213204,-73.99547329
32269544,12/25/2015 1:30,12/25/2015 3:34,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11208,79 ELTON STREET,ELTON STREET,RIDGEWOOD AVENUE,ARLINGTON AVENUE,,,ADDRESS,BROOKLYN,Precinct,12/25/2015 9:30,12/25/2015 3:34,05 BROOKLYN,BROOKLYN,1016110,187685,BROOKLYN,40.6817714,-73.88512981
32268173,12/25/2015 1:29,12/25/2015 7:49,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10031,506 WEST 146 STREET,WEST 146 STREET,AMSTERDAM AVENUE,BROADWAY,,,ADDRESS,NEW YORK,Precinct,12/25/2015 9:29,12/25/2015 7:49,09 MANHATTAN,MANHATTAN,998738,240260,MANHATTAN,40.82612184,-73.94765068
32272749,12/25/2015 1:28,12/29/2015 20:00,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,10033,616 WEST  182 STREET,WEST  182 STREET,ST NICHOLAS AVE,WADSWORTH AVE,,,ADDRESS,NEW YORK,N/A,,12/29/2015 20:00,12 MANHATTAN,MANHATTAN,1002560,248998,MANHATTAN,40.85009801,-73.93381685
32268257,12/25/2015 1:27,12/25/2015 1:42,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11237,,,,,JEFFERSON STREET,KNICKERBOCKER AVENUE,INTERSECTION,BROOKLYN,Precinct,12/25/2015 9:27,12/25/2015 1:42,04 BROOKLYN,BROOKLYN,1004520,195650,BROOKLYN,40.7036676,-73.92689319
32271439,12/25/2015 1:27,12/28/2015 11:22,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,10029,334 EAST  108 STREET,EAST  108 STREET,2 AVE,1 AVE,,,ADDRESS,NEW YORK,N/A,,12/28/2015 11:22,11 MANHATTAN,MANHATTAN,1000876,227554,MANHATTAN,40.79124363,-73.93995695
32266716,12/25/2015 1:26,12/25/2015 8:35,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10040,105 ARDEN STREET,ARDEN STREET,DONGAN PLACE,BROADWAY,,,ADDRESS,NEW YORK,Precinct,12/25/2015 9:26,12/25/2015 8:35,12 MANHATTAN,MANHATTAN,1003962,254225,MANHATTAN,40.86444154,-73.92873382
32266123,12/25/2015 1:25,12/25/2015 7:49,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10031,504 WEST 146 STREET,WEST 146 STREET,AMSTERDAM AVENUE,BROADWAY,,,ADDRESS,NEW YORK,Precinct,12/25/2015 9:25,12/25/2015 7:49,09 MANHATTAN,MANHATTAN,998749,240254,MANHATTAN,40.82610536,-73.94761095
32270733,12/25/2015 1:25,12/26/2015 12:00,DSNY,Bronx 11,Sanitation Condition,12 Dead Animals,Sidewalk,10462,1937 HOLLAND AVENUE,HOLLAND AVENUE,,,,,ADDRESS,BRONX,N/A,,12/26/2015 12:00,11 BRONX,BRONX,1021472,248510,BRONX,40.84869913,-73.8654605
32273788,12/25/2015 1:23,1/1/2016 1:09,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11691,22-59 DIX AVENUE,DIX AVENUE,,,,,ADDRESS,Far Rockaway,N/A,,1/1/2016 1:09,14 QUEENS,QUEENS,1051814,160428,QUEENS,40.60675658,-73.75667368
32272366,12/25/2015 1:23,12/26/2015 0:00,DOB,Department of Buildings,General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,,11223,2661 WEST    2 STREET,WEST    2 STREET,,,,,ADDRESS,BROOKLYN,N/A,,12/26/2015 0:00,13 BROOKLYN,BROOKLYN,992300,152329,BROOKLYN,40.58478037,-73.97101815
32265228,12/25/2015 1:22,12/25/2015 2:09,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Club/Bar/Restaurant,11378,53-73 65 PLACE,65 PLACE,53 AVENUE,53 DRIVE,,,ADDRESS,MASPETH,Precinct,12/25/2015 9:22,12/25/2015 2:09,05 QUEENS,QUEENS,1011904,204981,QUEENS,40.72925895,-73.90022336
32268968,12/25/2015 1:22,12/25/2015 11:00,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11229,2356 BRAGG STREET,BRAGG STREET,AVENUE W,AVENUE X,,,ADDRESS,BROOKLYN,Precinct,12/25/2015 9:22,12/25/2015 11:00,15 BROOKLYN,BROOKLYN,1002284,156044,BROOKLYN,40.59496261,-73.93506355
32266905,12/25/2015 1:21,12/25/2015 2:09,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11385,,,,,ONDERDONK AVENUE,WOODBINE STREET,INTERSECTION,RIDGEWOOD,Precinct,12/25/2015 9:21,12/25/2015 2:09,05 QUEENS,QUEENS,1010307,195513,QUEENS,40.70327642,-73.90602204
32267448,12/25/2015 1:21,12/25/2015 3:47,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10468,55 EAST 196 STREET,EAST 196 STREET,MORRIS AVENUE,CRESTON AVENUE,,,ADDRESS,BRONX,Precinct,12/25/2015 9:21,12/25/2015 3:47,07 BRONX,BRONX,1013388,255756,BRONX,40.86861758,-73.89464872
32265746,12/25/2015 1:21,12/25/2015 1:55,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11234,AVENUE L,AVENUE L,,,,,LATLONG,BROOKLYN,Precinct,12/25/2015 9:21,12/25/2015 1:55,01 BROOKLYN,BROOKLYN,1006011,166591,BROOKLYN,40.62390358,-73.92160946
32266100,12/25/2015 1:20,12/25/2015 6:16,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11206,183 TEN EYCK STREET,TEN EYCK STREET,BEND,BEND,,,ADDRESS,BROOKLYN,Precinct,12/25/2015 9:20,12/25/2015 6:16,01 BROOKLYN,BROOKLYN,1000162,198100,BROOKLYN,40.71040118,-73.94260518
32266888,12/25/2015 1:20,12/25/2015 3:54,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10460,1622 MELVILLE STREET,MELVILLE STREET,DEAD END,VAN NEST AVENUE,,,ADDRESS,BRONX,Precinct,12/25/2015 9:20,12/25/2015 3:54,11 BRONX,BRONX,1020610,245661,BRONX,40.84088306,-73.86859166
32266418,12/25/2015 1:20,12/25/2015 7:55,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11418,87-12 123 STREET,123 STREET,JAMAICA AVENUE,89 AVENUE,,,ADDRESS,RICHMOND HILL,Precinct,12/25/2015 9:20,12/25/2015 7:55,09 QUEENS,QUEENS,1032162,194380,QUEENS,40.70007526,-73.82720736
32268818,12/25/2015 1:19,12/25/2015 4:57,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10301,132 FREEMONT STREET,FREEMONT STREET,CORSON AVENUE,BROOK STREET,,,ADDRESS,STATEN ISLAND,Precinct,12/25/2015 9:19,12/25/2015 4:57,01 STATEN ISLAND,STATEN ISLAND,961745,171655,STATEN ISLAND,40.63780133,-74.08108756
32265362,12/25/2015 1:18,12/25/2015 3:30,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10027,207 WEST 131 STREET,WEST 131 STREET,7 AVENUE,8 AVENUE,,,ADDRESS,NEW YORK,Precinct,12/25/2015 9:18,12/25/2015 3:30,10 MANHATTAN,MANHATTAN,999167,235474,MANHATTAN,40.81298491,-73.94611122
32269638,12/25/2015 1:17,12/25/2015 5:37,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11218,26 STORY STREET,STORY STREET,STORY COURT,14 AVENUE,,,ADDRESS,BROOKLYN,Precinct,12/25/2015 9:17,12/25/2015 5:37,12 BROOKLYN,BROOKLYN,989398,173304,BROOKLYN,40.64235457,-73.98145002
32267894,12/25/2015 1:17,,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Residential Building,10463,3845 SEDGEWICK AVENUE,SEDGEWICK AVENUE,WEST 238 STREET,STEVENSON PLACE,,,ADDRESS,BRONX,N/A,1/31/2016 1:17,12/28/2015 10:01,08 BRONX,BRONX,1013180,260831,BRONX,40.88254757,-73.89537884
32271791,12/25/2015 1:17,12/31/2015 3:30,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,,,,,,MEEKER ST,LEONARD ST,INTERSECTION,,N/A,,12/31/2015 3:30,Unspecified BROOKLYN,BROOKLYN,,,BROOKLYN,,
32265029,12/25/2015 1:16,12/25/2015 2:09,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11385,71-27 65 STREET,65 STREET,CENTRAL AVENUE,MYRTLE AVENUE,,,ADDRESS,RIDGEWOOD,Precinct,12/25/2015 9:16,12/25/2015 2:09,05 QUEENS,QUEENS,1014596,195031,QUEENS,40.70193978,-73.89055539
32269538,12/25/2015 1:15,12/25/2015 7:07,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11229,1207 QUENTIN ROAD,QUENTIN ROAD,EAST 12 STREET,EAST 13 STREET,,,ADDRESS,BROOKLYN,Precinct,12/25/2015 9:15,12/25/2015 7:07,15 BROOKLYN,BROOKLYN,995139,160781,BROOKLYN,40.60797637,-73.96078347
32266097,12/25/2015 1:15,12/25/2015 1:41,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11206,,,,,CENTRAL AVENUE,JEFFERSON STREET,INTERSECTION,BROOKLYN,Precinct,12/25/2015 9:15,12/25/2015 1:41,04 BROOKLYN,BROOKLYN,1003718,194575,BROOKLYN,40.70071878,-73.92978883
32267194,12/25/2015 1:15,12/25/2015 2:57,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11106,35-15 BROADWAY,BROADWAY,35 STREET,36 STREET,,,ADDRESS,ASTORIA,Precinct,12/25/2015 9:15,12/25/2015 2:57,01 QUEENS,QUEENS,1005861,216316,QUEENS,40.7603875,-73.92199029
32268908,12/25/2015 1:14,12/25/2015 4:19,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11221,841 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,STUYVESANT AVENUE,BEND,,,ADDRESS,BROOKLYN,Precinct,12/25/2015 9:14,12/25/2015 4:19,03 BROOKLYN,BROOKLYN,1002450,192704,BROOKLYN,40.69558602,-73.93436691
32267142,12/25/2015 1:14,12/25/2015 2:30,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,37-28 107 STREET,107 STREET,37 ROAD,37 DRIVE,,,ADDRESS,CORONA,Precinct,12/25/2015 9:14,12/25/2015 2:30,03 QUEENS,QUEENS,1022694,213693,QUEENS,40.75313088,-73.86124292
32266028,12/25/2015 1:14,12/25/2015 3:06,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11238,852 BERGEN STREET,BERGEN STREET,GRAND AVENUE,CLASSON AVENUE,,,ADDRESS,BROOKLYN,Precinct,12/25/2015 9:14,12/25/2015 3:06,08 BROOKLYN,BROOKLYN,995442,186153,BROOKLYN,40.67761667,-73.95965013
32268303,12/25/2015 1:13,12/25/2015 7:55,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11419,101-18 115 STREET,115 STREET,101 AVENUE,103 AVENUE,,,ADDRESS,SOUTH RICHMOND HILL,Precinct,12/25/2015 9:13,12/25/2015 7:55,09 QUEENS,QUEENS,1031621,190226,QUEENS,40.68867643,-73.82918767
32270174,12/25/2015 1:13,12/25/2015 1:14,HRA,HRA Benefit Card Replacement,Benefit Card Replacement,Medicaid,NYC Street Address,,,,,,,,,,N/A,,,0 Unspecified,Unspecified,,,Unspecified,,
32270344,12/25/2015 1:12,12/25/2015 7:06,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11229,1207 QUENTIN ROAD,QUENTIN ROAD,EAST 12 STREET,EAST 13 STREET,,,ADDRESS,BROOKLYN,Precinct,12/25/2015 9:12,12/25/2015 7:06,15 BROOKLYN,BROOKLYN,995139,160781,BROOKLYN,40.60797637,-73.96078347
32276891,12/25/2015 1:11,12/27/2015 13:08,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10002,136 EAST BROADWAY,EAST BROADWAY,,,,,ADDRESS,NEW YORK,N/A,,12/27/2015 13:08,03 MANHATTAN,MANHATTAN,986600,199387,MANHATTAN,40.71394769,-73.99152306
32268107,12/25/2015 1:11,12/25/2015 7:53,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11412,191-47 114 DRIVE,114 DRIVE,FARMERS BOULEVARD,194 STREET,,,ADDRESS,SAINT ALBANS,Precinct,12/25/2015 9:11,12/25/2015 7:53,12 QUEENS,QUEENS,1050401,193207,QUEENS,40.69673812,-73.76144097
32269653,12/25/2015 1:11,12/25/2015 10:13,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11377,45-07 47 AVENUE,47 AVENUE,45 STREET,46 STREET,,,ADDRESS,WOODSIDE,Precinct,12/25/2015 9:11,12/25/2015 10:13,02 QUEENS,QUEENS,1006461,209344,QUEENS,40.74124965,-73.91984749
32268145,12/25/2015 1:09,12/25/2015 3:47,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10458,220 EAST 197 STREET,EAST 197 STREET,GRAND CONCOURSE,VALENTINE AVENUE,,,ADDRESS,BRONX,Precinct,12/25/2015 9:09,12/25/2015 3:47,07 BRONX,BRONX,1014419,255902,BRONX,40.86901485,-73.89092038
